"district_id","state_id","n_non","n_dalit","emp_rate_non","emp_rate_dalit","within_gap"
28,"(23) Madhya Pradesh 23",136,28,58.0882352941177,60.7142857142857,2.62605042016806
29,"(08) Rajasthan 08",341,75,36.6568914956012,33.3333333333333,-3.32355816226784
29,"(09) Uttar Pradesh 09",567,121,42.6807760141093,50.4132231404959,7.73244712638652
29,"(21) Orissa 21",223,145,55.6053811659193,52.4137931034483,-3.19158806247101
29,"(29) Karnataka 29",316,38,52.8481012658228,65.7894736842105,12.9413724183877
29,"(33) Tamil Nadu 33",441,127,42.1768707482993,45.6692913385827,3.49242059028336
30,"(08) Rajasthan 08",172,24,40.1162790697674,50,9.88372093023256
30,"(09) Uttar Pradesh 09",236,27,46.1864406779661,59.2592592592593,13.0728185812931
30,"(10) Bihar 10",241,25,31.1203319502075,24,-7.12033195020747
30,"(23) Madhya Pradesh 23",234,51,48.7179487179487,52.9411764705882,4.22322775263952
30,"(27) Maharashtra 27",1092,216,37.8205128205128,36.1111111111111,-1.70940170940171
30,"(33) Tamil Nadu 33",418,53,33.7320574162679,43.3962264150943,9.6641689988264
31,"(08) Rajasthan 08",80,112,47.5,42.8571428571429,-4.64285714285715
31,"(10) Bihar 10",230,42,40.4347826086956,38.0952380952381,-2.33954451345755
31,"(27) Maharashtra 27",919,245,42.8726877040261,29.7959183673469,-13.0767693366792
32,"(08) Rajasthan 08",750,234,54.6666666666667,54.2735042735043,-0.393162393162392
32,"(10) Bihar 10",919,240,30.1414581066376,35.4166666666667,5.27520856002903
32,"(27) Maharashtra 27",345,43,44.6376811594203,34.8837209302326,-9.75396022918773
33,"(09) Uttar Pradesh 09",202,44,48.019801980198,47.7272727272727,-0.292529252925291
34,"(09) Uttar Pradesh 09",502,152,37.0517928286853,59.2105263157895,22.1587334871042
35,"(10) Bihar 10",213,55,19.7183098591549,40,20.2816901408451
35,"(23) Madhya Pradesh 23",732,81,60.3825136612022,50.6172839506173,-9.7652297105849
36,"(09) Uttar Pradesh 09",313,72,32.5878594249201,30.5555555555556,-2.03230386936457
36,"(23) Madhya Pradesh 23",352,55,60.7954545454545,67.2727272727273,6.47727272727273
37,"(23) Madhya Pradesh 23",452,55,52.4336283185841,49.0909090909091,-3.34271922767498
38,"(23) Madhya Pradesh 23",173,23,37.5722543352601,34.7826086956522,-2.78964563960794
