"district_id","state_id","n_sample","sc_share","st_share","employment_rate"
5,"(32) Kerala 32",1095,11.5981735159817,0,25.662100456621
5,"(33) Tamil Nadu 33",479,32.9853862212944,25.678496868476,49.8956158663883
6,"(02) Himachal Pradesh 02",644,27.1739130434783,4.96894409937888,61.9565217391304
6,"(06) Haryana 06",334,23.3532934131737,0,44.311377245509
6,"(08) Rajasthan 08",1071,21.1951447245565,9.43043884220355,46.031746031746
6,"(09) Uttar Pradesh 09",214,42.0560747663551,0,51.8691588785047
6,"(10) Bihar 10",203,26.1083743842365,0,33.0049261083744
6,"(18) Assam 18",1259,13.8204924543288,9.92851469420175,40.6671961874504
6,"(19) West Bengal 19",1022,24.853228962818,1.85909980430528,45.8904109589041
6,"(21) Orissa 21",523,16.6347992351816,52.5812619502868,40.1529636711281
6,"(22) Chhattisgarh 22",196,45.9183673469388,6.12244897959184,62.2448979591837
6,"(24) Gujarat 24",560,11.9642857142857,0,38.3928571428571
6,"(27) Maharashtra 27",382,16.2303664921466,18.3246073298429,59.1623036649215
6,"(28) Andhra Pradesh 28",391,21.4833759590793,6.39386189258312,29.6675191815857
6,"(29) Karnataka 29",330,12.7272727272727,18.1818181818182,48.1818181818182
6,"(32) Kerala 32",396,9.89847715736041,2.03045685279188,31.0606060606061
6,"(33) Tamil Nadu 33",166,41.566265060241,0,39.1566265060241
7,"(03) Punjab 03",699,32.9041487839771,0,45.3505007153076
7,"(07) Delhi 07",305,43.2786885245902,0,34.7540983606557
7,"(08) Rajasthan 08",825,20.1212121212121,1.33333333333333,50.0606060606061
7,"(09) Uttar Pradesh 09",233,33.9055793991416,0,27.8969957081545
7,"(19) West Bengal 19",784,39.2857142857143,0,40.5612244897959
7,"(21) Orissa 21",450,9.33333333333333,49.7777777777778,50.4444444444444
7,"(22) Chhattisgarh 22",301,17.9401993355482,16.6112956810631,54.8172757475083
7,"(24) Gujarat 24",1475,15.0135869565217,1.15489130434783,38.4406779661017
7,"(27) Maharashtra 27",1075,20.8372093023256,3.34883720930233,46.3255813953488
7,"(28) Andhra Pradesh 28",157,18.4713375796178,3.18471337579618,37.5796178343949
7,"(29) Karnataka 29",645,14.5736434108527,19.2248062015504,46.8217054263566
7,"(32) Kerala 32",782,15.7894736842105,0,39.002557544757
8,"(02) Himachal Pradesh 02",755,30.9933774834437,3.17880794701987,75.6291390728477
8,"(05) Uttarakhand 05",135,66.6666666666667,0,59.2592592592593
8,"(06) Haryana 06",1293,33.7973704563032,0,38.4377416860015
8,"(07) Delhi 07",105,7.61904761904762,0,48.5714285714286
8,"(08) Rajasthan 08",776,23.9690721649485,0,46.3917525773196
8,"(19) West Bengal 19",812,49.384236453202,0,47.2906403940887
8,"(21) Orissa 21",1179,24.2578456318914,11.9592875318066,39.1009329940628
8,"(22) Chhattisgarh 22",250,8.4,3.6,59.6
8,"(23) Madhya Pradesh 23",799,36.0450563204005,1.75219023779725,53.8172715894869
8,"(24) Gujarat 24",801,9.98751560549313,0,46.5667915106117
8,"(27) Maharashtra 27",235,43.4042553191489,3.40425531914894,34.0425531914894
8,"(29) Karnataka 29",366,7.92349726775956,7.37704918032787,46.9945355191257
8,"(32) Kerala 32",696,13.7931034482759,1.86781609195402,39.367816091954
9,"(02) Himachal Pradesh 02",148,6.08108108108108,6.08108108108108,38.5135135135135
9,"(03) Punjab 03",921,33.1161780673181,0,38.9793702497286
9,"(05) Uttarakhand 05",417,53.7170263788969,0,58.7529976019185
9,"(06) Haryana 06",672,19.1964285714286,0,41.5178571428571
9,"(07) Delhi 07",264,35.2272727272727,0,28.030303030303
9,"(08) Rajasthan 08",161,39.1304347826087,13.6645962732919,40.9937888198758
9,"(09) Uttar Pradesh 09",474,16.8776371308017,0,29.957805907173
9,"(10) Bihar 10",214,5.60747663551402,0,35.981308411215
9,"(18) Assam 18",778,14.9870801033592,38.3720930232558,38.4318766066838
9,"(19) West Bengal 19",1847,42.0682187330807,1.78668110449377,38.3324309691391
9,"(21) Orissa 21",627,21.3716108452951,0.478468899521531,32.3763955342903
9,"(22) Chhattisgarh 22",800,16.625,16.375,60.625
